,outside_humidity,outside_temperature,return_humidity,return_temperature,timestamp
0,72.23639454674203,36.10767746247099,20.793469241619324,45.0607925787483,2020-08-01 00:00:00
1,106.92963265940304,44.90424660592901,36.46581718259861,48.03607372221085,2020-08-01 01:42:40
2,50.37963991071835,46.56750604982852,39.38665185733401,43.886441817562286,2020-08-01 03:25:20
3,20.795608905970347,46.315761151655416,27.924018798469856,46.87132487272024,2020-08-01 05:08:00
4,48.35746711549029,46.39400279213334,19.78037035764309,48.526930243753945,2020-08-01 06:50:40
5,53.618400454752944,53.92374246268616,37.29561028129594,46.3054056411883,2020-08-01 08:33:20
6,57.08831037605576,47.644353949423696,31.19153949494538,47.69957389784087,2020-08-01 10:16:00
7,29.970409322386956,48.74409776642001,23.311698530608343,43.41505079526167,2020-08-01 11:58:40
8,44.55950251682727,45.82781162665807,16.758615883703683,47.657934014022246,2020-08-01 13:41:20
9,46.978541011337526,64.05354993421834,28.77563223069625,47.38377364968186,2020-08-01 15:24:00
10,63.52362210747521,38.26568703012172,24.729572526389127,45.62999420663877,2020-08-01 17:06:40
11,76.47582603099859,37.9578525979755,25.321508008916144,48.14835260048768,2020-08-01 18:49:20
12,28.53276619006513,50.64002416224184,28.90029389709807,48.44669377884797,2020-08-01 20:32:00
13,79.54411131799762,44.2729461052484,33.004020838642184,41.158762942911885,2020-08-01 22:14:40
14,84.55471494260368,55.35962503732673,26.24830393133228,47.26480894703498,2020-08-01 23:57:20
15,54.944584922633325,29.240366289610524,22.60067137861598,45.320051492810336,2020-08-02 01:40:00
16,27.803502134295936,39.496053171943466,41.35581256026761,48.41617385122884,2020-08-02 03:22:40
17,56.83440972539273,52.247432852501305,26.64829118881046,46.17870565546654,2020-08-02 05:05:20
18,47.46879946085884,36.17685887045514,28.059606231837265,44.467843394193416,2020-08-02 06:48:00
19,8.897714318398144,49.732824003145474,5.161622730780987,47.83315611649017,2020-08-02 08:30:40
20,51.431472195895054,44.05499807661119,26.03791537287342,47.91477298755253,2020-08-02 10:13:20
21,79.54274304178563,61.70261858744999,33.55017313461237,47.05041577883695,2020-08-02 11:56:00
22,29.039760905934333,67.17453591334885,13.653847957535216,47.67614152587341,2020-08-02 13:38:40
23,18.69479970390119,37.50684674610056,29.303281354965613,42.21941804821997,2020-08-02 15:21:20
24,69.19697081712525,30.00418221553882,22.54576990621822,45.102352681232205,2020-08-02 17:04:00
25,29.949428656540448,37.30379585657682,36.49361226823358,46.33479916019167,2020-08-02 18:46:40
26,27.010726021923677,50.32190035689189,39.75779401358642,45.08427639020446,2020-08-02 20:29:20
27,81.8504349533745,37.70551689975179,19.653384582949464,45.02163065198416,2020-08-02 22:12:00
28,37.28371958599059,46.03579262386688,23.55299438649665,48.22288676945186,2020-08-02 23:54:40
29,4.196730136781184,46.36748678400037,33.65123927213202,46.740430020123945,2020-08-03 01:37:20
30,76.65186533788358,54.35008950434551,32.91829625989976,46.27138457053741,2020-08-03 03:20:00
31,0.1563334108166572,43.551328027450886,8.195311171940322,49.89980066195204,2020-08-03 05:02:40
32,27.693525086573185,47.8706415097929,29.975485173601754,44.69085514676563,2020-08-03 06:45:20
33,43.39584357270952,35.89569949965164,27.1696719871034,45.50386806943889,2020-08-03 08:28:00
